expert_tile,model_tile,same_action,expert_shanten,model_shanten,expert_ukeire,model_ukeire,shanten_difference,ukeire_difference,model_prob,category,offset
9s,9s,True,0,0,8,8,0,0,0.9930583238601685,exact_match,4371.0
7p,7p,True,0,0,7,7,0,0,0.9283115863800049,exact_match,4372.0
9s,9s,True,0,0,8,8,0,0,0.9951074123382568,exact_match,4373.0
4s,4s,True,0,0,7,7,0,0,0.6709935069084167,exact_match,4374.0
south,south,True,0,0,8,8,0,0,0.9900189638137817,exact_match,4375.0
west,west,True,0,0,7,7,0,0,0.9969310760498047,exact_match,4376.0
5p,5p,True,0,0,8,8,0,0,0.9942711591720581,exact_match,4377.0
4s,4s,True,0,0,7,7,0,0,0.5260564088821411,exact_match,4378.0
south,south,True,0,0,8,8,0,0,0.9957311749458313,exact_match,4379.0
9p,9p,True,0,0,7,7,0,0,0.9339655637741089,exact_match,4380.0
red,red,True,0,0,8,8,0,0,0.9839302897453308,exact_match,4381.0
west,west,True,0,0,7,7,0,0,0.9974501729011536,exact_match,4382.0
1p,1p,True,0,0,8,8,0,0,0.9954769015312195,exact_match,4383.0
white,white,True,0,0,7,7,0,0,0.992961585521698,exact_match,4384.0
7s,7s,True,0,0,7,7,0,0,0.9528198838233948,exact_match,4385.0
9s,9s,True,0,0,8,8,0,0,0.9970924854278564,exact_match,4386.0
9p,north,False,3,3,64,68,0,-4,0.6358981728553772,better_ukeire,4387.0
1s,north,False,3,2,76,11,1,65,0.9678723812103271,better_shanten,4388.0
white,north,False,3,3,76,76,0,0,0.489636093378067,equivalent,4389.0
north,north,True,2,2,22,22,0,0,0.8238525986671448,exact_match,4390.0
5p,5p,True,1,1,18,18,0,0,0.7174457311630249,exact_match,4391.0
7p,7p,True,1,1,18,18,0,0,0.9311602711677551,exact_match,4392.0
9p,north,False,4,4,69,69,0,0,0.37786683440208435,equivalent,4393.0
north,1s,False,3,3,69,65,0,4,0.47272828221321106,ukeire_loss,4394.0
east,north,False,4,4,67,68,0,-1,0.41456878185272217,near_equivalent,4395.0
green,green,True,3,3,69,69,0,0,0.5506206154823303,exact_match,4396.0
south,north,False,3,3,54,55,0,-1,0.579257607460022,near_equivalent,4397.0
1s,9p,False,2,2,20,20,0,0,0.5524413585662842,equivalent,4398.0
north,north,True,2,2,26,26,0,0,0.5137238502502441,exact_match,4399.0
red,9p,False,3,2,58,24,1,34,0.9411020278930664,better_shanten,4400.0
white,white,True,2,2,26,26,0,0,0.47017955780029297,exact_match,4401.0
red,north,False,3,3,56,58,0,-2,0.6286889314651489,near_equivalent,4402.0
1m,4s,False,1,1,14,18,0,-4,0.4196685254573822,better_ukeire,4403.0
1m,9p,False,3,3,55,62,0,-7,0.47374123334884644,better_ukeire,4404.0
4s,4s,True,0,0,7,7,0,0,0.8169423937797546,exact_match,4405.0
north,north,True,2,2,22,22,0,0,0.6561263203620911,exact_match,4406.0
1s,3p,False,1,0,11,7,1,4,0.9858844876289368,better_shanten,4407.0
2p,5s,False,1,1,14,11,0,3,0.3468989431858063,ukeire_loss,4408.0
1s,1s,True,1,1,10,10,0,0,0.47929513454437256,exact_match,4409.0
3m,9m,False,2,1,46,14,1,32,0.6763548851013184,better_shanten,4410.0
south,3s,False,1,1,12,10,0,2,0.7701780796051025,near_equivalent,4411.0
4p,1m,False,2,1,15,13,1,2,0.6964171528816223,better_shanten,4412.0
east,9s,False,4,4,58,58,0,0,0.6441383957862854,equivalent,4413.0
9s,9s,True,3,3,40,40,0,0,0.7085432410240173,exact_match,4414.0
9m,9m,True,3,3,41,41,0,0,0.42976588010787964,exact_match,4415.0
2p,9p,False,2,3,12,39,-1,-27,0.40261128544807434,shanten_loss,4416.0
green,green,True,2,2,16,16,0,0,0.4854430854320526,exact_match,4417.0
white,white,True,2,2,15,15,0,0,0.6138646006584167,exact_match,4418.0
red,red,True,2,2,21,21,0,0,0.4197983145713806,exact_match,4419.0
3m,6m,False,2,2,20,27,0,-7,0.30545827746391296,better_ukeire,4420.0
9p,6p,False,2,2,19,19,0,0,0.42093294858932495,equivalent,4421.0
west,west,True,3,3,26,26,0,0,0.697608232498169,exact_match,4422.0
south,south,True,2,2,21,21,0,0,0.8126211762428284,exact_match,4423.0
1p,south,False,2,2,12,12,0,0,0.527040421962738,equivalent,4424.0
white,white,True,2,2,21,21,0,0,0.5419737696647644,exact_match,4425.0
9m,south,False,1,1,8,8,0,0,0.6863675713539124,equivalent,4426.0
green,green,True,2,2,39,39,0,0,0.9753012657165527,exact_match,4427.0
south,south,True,0,0,4,4,0,0,0.9794749021530151,exact_match,4428.0
red,red,True,2,2,39,39,0,0,0.9776796698570251,exact_match,4429.0
8m,8m,True,0,0,8,8,0,0,0.8744490146636963,exact_match,4430.0
5s,5s,True,1,1,12,12,0,0,0.6043787002563477,exact_match,4431.0
4s,4s,True,0,0,8,8,0,0,0.9682263135910034,exact_match,4432.0
1s,3s,False,1,1,12,12,0,0,0.4776305854320526,equivalent,4433.0
2s,2s,True,0,0,8,8,0,0,0.8096404671669006,exact_match,4434.0
5s,5s,True,1,1,11,11,0,0,0.8355004787445068,exact_match,4435.0
3m,3m,True,0,0,8,8,0,0,0.9245467782020569,exact_match,4436.0
7p,7p,True,1,1,10,10,0,0,0.8472170829772949,exact_match,4437.0
5m,5m,True,0,0,8,8,0,0,0.8401033282279968,exact_match,4438.0
9m,9m,True,0,0,8,8,0,0,0.9941300749778748,exact_match,4439.0
9p,2p,False,1,0,12,8,1,4,0.9615064263343811,better_shanten,4440.0
9p,9p,True,1,1,12,12,0,0,0.5813469290733337,exact_match,4441.0
east,west,False,4,4,78,78,0,0,0.4813934862613678,equivalent,4442.0
west,west,True,3,3,26,26,0,0,0.8781856894493103,exact_match,4443.0
south,south,True,3,3,26,26,0,0,0.7845082879066467,exact_match,4444.0
1m,south,False,3,3,66,70,0,-4,0.479412704706192,better_ukeire,4445.0
9m,9m,True,2,2,14,14,0,0,0.5983070135116577,exact_match,4446.0
south,south,True,2,2,14,14,0,0,0.6305908560752869,exact_match,4447.0
white,white,True,2,2,14,14,0,0,0.9025625586509705,exact_match,4448.0
3m,west,False,4,4,63,76,0,-13,0.3157236576080322,better_ukeire,4449.0
3p,3p,True,2,2,35,35,0,0,0.5380128622055054,exact_match,4450.0
8s,south,False,3,3,29,31,0,-2,0.28241249918937683,near_equivalent,4451.0
2s,2s,True,2,2,38,38,0,0,0.4172094166278839,exact_match,4452.0
8p,8p,True,3,3,28,28,0,0,0.730380117893219,exact_match,4453.0
3p,3p,True,2,2,36,36,0,0,0.5588263273239136,exact_match,4454.0
west,west,True,3,3,45,45,0,0,0.3301399052143097,exact_match,4455.0
1s,1s,True,1,1,14,14,0,0,0.8951831459999084,exact_match,4456.0
9p,9p,True,3,3,44,44,0,0,0.6099351048469543,exact_match,4457.0
north,north,True,1,1,14,14,0,0,0.8398711681365967,exact_match,4458.0
2p,south,False,3,2,45,16,1,29,0.45340508222579956,better_shanten,4459.0
5m,5m,True,0,0,5,5,0,0,0.8413065075874329,exact_match,4460.0
9p,9p,True,3,3,44,44,0,0,0.4786171615123749,exact_match,4461.0
5p,5p,True,0,0,5,5,0,0,0.8055090308189392,exact_match,4462.0
2m,2m,True,3,3,43,43,0,0,0.49729683995246887,exact_match,4463.0
north,north,True,0,0,5,5,0,0,0.9917430281639099,exact_match,4464.0
1p,1s,False,2,2,15,16,0,-1,0.41655397415161133,near_equivalent,4465.0
9m,9m,True,0,0,5,5,0,0,0.9944682121276855,exact_match,4466.0
2m,2m,True,2,2,15,15,0,0,0.6258780360221863,exact_match,4467.0
8p,8p,True,0,0,5,5,0,0,0.906679630279541,exact_match,4468.0
9m,9m,True,2,2,15,15,0,0,0.6241897344589233,exact_match,4469.0
2s,2s,True,0,0,5,5,0,0,0.9763303399085999,exact_match,4470.0
south,south,True,3,3,55,55,0,0,0.5620326995849609,exact_match,4471.0
east,east,True,3,3,64,64,0,0,0.4130967855453491,exact_match,4472.0
green,green,True,2,2,19,19,0,0,0.38536426424980164,exact_match,4473.0
9p,1p,False,2,2,33,33,0,0,0.5534130930900574,equivalent,4474.0
1p,1p,True,1,1,12,12,0,0,0.8362897038459778,exact_match,4475.0
9m,9m,True,1,1,28,28,0,0,0.5062437653541565,exact_match,4476.0
white,east,False,3,3,58,58,0,0,0.47181040048599243,equivalent,4477.0
1p,1p,True,3,3,66,66,0,0,0.4242919385433197,exact_match,4478.0
9s,9s,True,2,2,48,48,0,0,0.5092600584030151,exact_match,4479.0
east,east,True,1,1,7,7,0,0,0.6750526428222656,exact_match,4480.0
green,green,True,1,1,7,7,0,0,0.8815798759460449,exact_match,4481.0
8m,8m,True,1,1,13,13,0,0,0.667982816696167,exact_match,4482.0
white,white,True,2,2,27,27,0,0,0.8516880869865417,exact_match,4483.0
3p,8s,False,1,1,20,14,0,6,0.3248560428619385,ukeire_loss,4484.0
north,west,False,4,4,26,26,0,0,0.36291709542274475,equivalent,4485.0
south,south,True,4,4,25,25,0,0,0.3689262568950653,exact_match,4486.0
north,north,True,4,4,24,24,0,0,0.4708952009677887,exact_match,4487.0
9s,9s,True,4,4,25,25,0,0,0.5950030088424683,exact_match,4488.0
9p,9p,True,4,4,24,24,0,0,0.8715580105781555,exact_match,4489.0
west,red,False,4,4,67,69,0,-2,0.49362000823020935,near_equivalent,4490.0
green,red,False,3,3,58,59,0,-1,0.4305659234523773,near_equivalent,4491.0
red,red,True,2,2,48,48,0,0,0.6948640942573547,exact_match,4492.0
9s,9s,True,2,2,46,46,0,0,0.8734639286994934,exact_match,4493.0
2p,6p,False,1,1,33,25,0,8,0.49305668473243713,ukeire_loss,4494.0
2p,2p,True,1,1,33,33,0,0,0.8130592703819275,exact_match,4495.0
6p,6p,True,1,1,27,27,0,0,0.598702073097229,exact_match,4496.0
south,9s,False,4,4,67,67,0,0,0.6145722270011902,equivalent,4497.0
9s,9s,True,3,3,52,52,0,0,0.8797997236251831,exact_match,4498.0
green,green,True,2,2,47,47,0,0,0.7032370567321777,exact_match,4499.0
red,red,True,2,2,49,49,0,0,0.8838661313056946,exact_match,4500.0
5m,3s,False,1,1,19,12,0,7,0.38483312726020813,ukeire_loss,4501.0
east,east,True,1,1,18,18,0,0,0.941798746585846,exact_match,4502.0
8m,8m,True,1,1,18,18,0,0,0.9561668038368225,exact_match,4503.0
west,west,True,1,1,17,17,0,0,0.8318428993225098,exact_match,4504.0
east,north,False,3,3,48,49,0,-1,0.4681190848350525,near_equivalent,4505.0
1p,white,False,3,3,47,56,0,-9,0.5634248852729797,better_ukeire,4506.0
white,white,True,3,3,63,63,0,0,0.7282472252845764,exact_match,4507.0
north,north,True,2,2,20,20,0,0,0.6946719288825989,exact_match,4508.0
9p,9p,True,2,2,20,20,0,0,0.9014003276824951,exact_match,4509.0
west,west,True,1,1,23,23,0,0,0.9544729590415955,exact_match,4510.0
9s,8m,False,2,2,20,39,0,-19,0.7301953434944153,better_ukeire,4511.0
4p,4p,True,0,0,8,8,0,0,0.4205278158187866,exact_match,4512.0
8s,8s,True,2,2,47,47,0,0,0.8251268267631531,exact_match,4513.0
green,green,True,0,0,8,8,0,0,0.9850295186042786,exact_match,4514.0
green,green,True,2,2,46,46,0,0,0.9357278347015381,exact_match,4515.0
4p,6s,False,1,0,15,8,1,7,0.96443772315979,better_shanten,4516.0
8m,8m,True,1,1,12,12,0,0,0.4897746741771698,exact_match,4517.0
4p,4p,True,0,0,3,3,0,0,0.7956051826477051,exact_match,4518.0
4p,4p,True,1,1,35,35,0,0,0.6499638557434082,exact_match,4519.0
9p,red,False,1,0,11,3,1,8,0.8639494776725769,better_shanten,4520.0
1p,1p,True,1,1,11,11,0,0,0.9118714332580566,exact_match,4521.0
green,green,True,1,1,11,11,0,0,0.8702660799026489,exact_match,4522.0
1s,west,False,2,2,20,20,0,0,0.6950830817222595,equivalent,4523.0
8p,west,False,2,2,19,19,0,0,0.711078405380249,equivalent,4524.0
5m,west,False,2,2,22,26,0,-4,0.9499200582504272,better_ukeire,4525.0
4m,west,False,2,2,22,22,0,0,0.7836819887161255,equivalent,4526.0
4s,west,False,2,2,26,26,0,0,0.3892017900943756,equivalent,4527.0
6s,6s,True,2,2,25,25,0,0,0.5907598733901978,exact_match,4528.0
west,4p,False,2,2,24,23,0,1,0.4465566575527191,near_equivalent,4529.0
3s,3s,True,2,2,24,24,0,0,0.8498281836509705,exact_match,4530.0
1p,west,False,1,1,15,15,0,0,0.574949324131012,equivalent,4531.0
6p,west,False,1,1,14,14,0,0,0.5106579661369324,equivalent,4532.0
west,3p,False,1,2,13,16,-1,-3,0.358916699886322,shanten_loss,4533.0
2s,west,False,1,1,13,13,0,0,0.5896289944648743,equivalent,4534.0
west,west,True,0,0,5,5,0,0,0.9861315488815308,exact_match,4535.0
1p,1s,False,3,3,54,52,0,2,0.443153977394104,near_equivalent,4536.0
1s,1s,True,2,2,23,23,0,0,0.9697292447090149,exact_match,4537.0
6s,6s,True,2,2,13,13,0,0,0.5232495665550232,exact_match,4538.0
2p,2p,True,2,2,12,12,0,0,0.7741864919662476,exact_match,4539.0
8s,8s,True,1,1,4,4,0,0,0.9172322154045105,exact_match,4540.0
7p,4m,False,1,1,4,4,0,0,0.774240255355835,equivalent,4541.0
2p,2p,True,1,1,4,4,0,0,0.7656598687171936,exact_match,4542.0
7p,7p,True,0,0,2,2,0,0,0.9022419452667236,exact_match,4543.0
red,red,True,0,0,2,2,0,0,0.8060265183448792,exact_match,4544.0
6s,6s,True,0,0,2,2,0,0,0.9410958290100098,exact_match,4545.0
1s,1s,True,0,0,2,2,0,0,0.9421297907829285,exact_match,4546.0
8p,8p,True,0,0,2,2,0,0,0.9805441498756409,exact_match,4547.0
red,red,True,0,0,2,2,0,0,0.9547105431556702,exact_match,4548.0
2p,1s,False,3,3,19,19,0,0,0.48079320788383484,equivalent,4549.0
1p,1p,True,4,4,75,75,0,0,0.5450907349586487,exact_match,4550.0
7p,1s,False,3,3,18,22,0,-4,0.5675258040428162,better_ukeire,4551.0
9m,9m,True,3,3,25,25,0,0,0.37844011187553406,exact_match,4552.0
6s,9p,False,4,3,64,17,1,47,0.35708653926849365,better_shanten,4553.0
white,white,True,3,3,49,49,0,0,0.5536012649536133,exact_match,4554.0
7s,7s,True,3,3,33,33,0,0,0.4077112674713135,exact_match,4555.0
west,west,True,3,3,54,54,0,0,0.7871699333190918,exact_match,4556.0
3s,3s,True,3,3,31,31,0,0,0.659171998500824,exact_match,4557.0
9p,8p,False,2,2,19,19,0,0,0.4900555908679962,equivalent,4558.0
1s,9p,False,3,3,34,35,0,-1,0.37572240829467773,near_equivalent,4559.0
9m,9m,True,2,2,19,19,0,0,0.8745140433311462,exact_match,4560.0
6p,6p,True,3,3,32,32,0,0,0.6834167838096619,exact_match,4561.0
8p,8p,True,1,1,11,11,0,0,0.9244502782821655,exact_match,4562.0
1p,1p,True,3,3,30,30,0,0,0.6097326278686523,exact_match,4563.0
north,north,True,1,1,11,11,0,0,0.728756844997406,exact_match,4564.0
4s,4s,True,3,3,30,30,0,0,0.41631361842155457,exact_match,4565.0
7s,6m,False,1,1,12,5,0,7,0.5490999817848206,ukeire_loss,4566.0
6s,6s,True,3,3,30,30,0,0,0.5144791007041931,exact_match,4567.0
2s,2s,True,0,0,4,4,0,0,0.42487087845802307,exact_match,4568.0
8p,9m,False,3,2,27,10,1,17,0.4361376166343689,better_shanten,4569.0
3m,3m,True,0,0,4,4,0,0,0.9395371079444885,exact_match,4570.0
9p,6m,False,2,2,16,13,0,3,0.3050462603569031,ukeire_loss,4571.0
west,west,True,0,0,3,3,0,0,0.9546943306922913,exact_match,4572.0
1p,1p,True,2,2,16,16,0,0,0.42680686712265015,exact_match,4573.0
9p,9p,True,0,0,3,3,0,0,0.9829136729240417,exact_match,4574.0
east,east,True,1,1,6,6,0,0,0.6300361752510071,exact_match,4575.0
3p,3p,True,0,0,3,3,0,0,0.9494072198867798,exact_match,4576.0
6m,1m,False,0,1,1,13,-1,-12,0.5416247248649597,shanten_loss,4577.0
east,east,True,0,0,3,3,0,0,0.9350989460945129,exact_match,4578.0
9s,9s,True,0,0,1,1,0,0,0.8464410305023193,exact_match,4579.0
green,green,True,0,0,3,3,0,0,0.8721469044685364,exact_match,4580.0
white,white,True,0,0,1,1,0,0,0.462245374917984,exact_match,4581.0
4p,4p,True,0,0,3,3,0,0,0.9193146228790283,exact_match,4582.0
white,white,True,0,0,1,1,0,0,0.6956186890602112,exact_match,4583.0
8s,6m,False,0,0,3,0,0,3,0.6657771468162537,ukeire_loss,4584.0
9p,9p,True,3,3,47,47,0,0,0.9933875799179077,exact_match,4585.0
white,white,True,3,3,47,47,0,0,0.8760347962379456,exact_match,4586.0
4m,6p,False,3,3,32,51,0,-19,0.4453579783439636,better_ukeire,4587.0
9p,9p,True,3,3,31,31,0,0,0.9651968479156494,exact_match,4588.0
9p,9p,True,3,3,30,30,0,0,0.9438328742980957,exact_match,4589.0
1m,1m,True,3,3,29,29,0,0,0.8064709305763245,exact_match,4590.0
1m,1m,True,3,3,29,29,0,0,0.8262425661087036,exact_match,4591.0
5s,1s,False,3,3,24,26,0,-2,0.5162088871002197,near_equivalent,4592.0
1s,1s,True,3,3,26,26,0,0,0.4148806631565094,exact_match,4593.0
3p,3p,True,3,3,25,25,0,0,0.6152544617652893,exact_match,4594.0
1p,east,False,3,3,23,23,0,0,0.31530627608299255,equivalent,4595.0
8m,8m,True,2,2,9,9,0,0,0.3285280764102936,exact_match,4596.0
west,west,True,2,2,47,47,0,0,0.9285455942153931,exact_match,4597.0
9p,9p,True,2,2,46,46,0,0,0.8985592722892761,exact_match,4598.0
9p,9p,True,2,2,46,46,0,0,0.9500440955162048,exact_match,4599.0
1s,1s,True,1,1,38,38,0,0,0.5523499846458435,exact_match,4600.0
9m,west,False,2,2,18,18,0,0,0.9059043526649475,equivalent,4601.0
west,west,True,2,2,22,22,0,0,0.9638953804969788,exact_match,4602.0
9s,9s,True,1,1,8,8,0,0,0.2962362468242645,exact_match,4603.0
8s,7m,False,1,1,8,8,0,0,0.5294761061668396,equivalent,4604.0
8s,8s,True,1,1,8,8,0,0,0.9378107190132141,exact_match,4605.0
south,south,True,2,2,25,25,0,0,0.9727321863174438,exact_match,4606.0
5s,5p,False,1,1,33,25,0,8,0.43031787872314453,ukeire_loss,4607.0
east,east,True,2,2,25,25,0,0,0.9290755987167358,exact_match,4608.0
5s,7p,False,2,2,18,41,0,-23,0.5196473598480225,better_ukeire,4609.0
3s,9m,False,3,2,31,22,1,9,0.5241767168045044,better_shanten,4610.0
9m,9m,True,2,2,13,13,0,0,0.5202764868736267,exact_match,4611.0
1p,7s,False,2,2,12,21,0,-9,0.42214563488960266,better_ukeire,4612.0
1p,red,False,3,2,48,11,1,37,0.5594521760940552,better_shanten,4613.0
north,north,True,4,4,74,74,0,0,0.7218149304389954,exact_match,4614.0
west,west,True,3,3,55,55,0,0,0.5397002100944519,exact_match,4615.0
9s,9s,True,4,4,78,78,0,0,0.5750689506530762,exact_match,4616.0
1p,white,False,3,3,67,70,0,-3,0.6806686520576477,better_ukeire,4617.0
1p,white,False,4,4,67,77,0,-10,0.29842787981033325,better_ukeire,4618.0
white,white,True,2,2,52,52,0,0,0.9564307332038879,exact_match,4619.0
green,white,False,3,3,48,48,0,0,0.3536088764667511,equivalent,4620.0
6s,6s,True,1,1,7,7,0,0,0.5912414193153381,exact_match,4621.0
south,white,False,3,3,69,70,0,-1,0.5219172835350037,near_equivalent,4622.0
north,north,True,1,1,7,7,0,0,0.9239934682846069,exact_match,4623.0
8p,2m,False,2,2,44,46,0,-2,0.4287305176258087,near_equivalent,4624.0
7m,1m,False,2,1,45,7,1,38,0.5617825388908386,better_shanten,4625.0
2m,2m,True,2,2,42,42,0,0,0.3702991008758545,exact_match,4626.0
9m,red,False,2,2,39,42,0,-3,0.6055351495742798,better_ukeire,4627.0
white,8s,False,1,2,12,40,-1,-28,0.5197810530662537,shanten_loss,4628.0
5p,red,False,2,2,39,52,0,-13,0.6315751671791077,better_ukeire,4629.0
6p,6p,True,1,1,12,12,0,0,0.8481531739234924,exact_match,4630.0
south,south,True,2,2,38,38,0,0,0.623031497001648,exact_match,4631.0
3p,4p,False,1,1,9,12,0,-3,0.41527318954467773,better_ukeire,4632.0
2s,red,False,1,1,14,17,0,-3,0.6797851324081421,better_ukeire,4633.0
7m,7m,True,0,0,5,5,0,0,0.7296320796012878,exact_match,4634.0
8m,8m,True,1,1,14,14,0,0,0.6369230151176453,exact_match,4635.0
1s,1s,True,0,0,5,5,0,0,0.9879185557365417,exact_match,4636.0
8p,red,False,1,1,12,14,0,-2,0.7025221586227417,near_equivalent,4637.0
white,white,True,0,0,5,5,0,0,0.9872041344642639,exact_match,4638.0
5m,red,False,1,1,12,12,0,0,0.9409961700439453,equivalent,4639.0
6m,6m,True,0,0,5,5,0,0,0.5162254571914673,exact_match,4640.0
8s,red,False,1,1,11,11,0,0,0.6638887524604797,equivalent,4641.0
1s,1s,True,0,0,5,5,0,0,0.9503064751625061,exact_match,4642.0
1p,red,False,1,1,10,10,0,0,0.5443564653396606,equivalent,4643.0
4p,4p,True,0,0,5,5,0,0,0.4786486029624939,exact_match,4644.0
red,red,True,1,1,9,9,0,0,0.9262159466743469,exact_match,4645.0
5s,6m,False,0,1,5,10,-1,-5,0.4290267825126648,shanten_loss,4646.0
3m,9p,False,0,1,3,18,-1,-15,0.6220417022705078,shanten_loss,4647.0
9p,9p,True,0,0,2,2,0,0,0.6826270818710327,exact_match,4648.0
9p,9p,True,0,0,5,5,0,0,0.9891431927680969,exact_match,4649.0
green,green,True,0,0,2,2,0,0,0.9727287888526917,exact_match,4650.0
east,east,True,2,2,17,17,0,0,0.8302181363105774,exact_match,4651.0
9s,red,False,2,2,33,32,0,1,0.5770063996315002,near_equivalent,4652.0
west,west,True,2,2,32,32,0,0,0.8449334502220154,exact_match,4653.0
red,east,False,2,2,30,31,0,-1,0.8582261800765991,near_equivalent,4654.0
9m,east,False,2,2,23,35,0,-12,0.9305002093315125,better_ukeire,4655.0
8m,east,False,2,2,22,23,0,-1,0.6552524566650391,near_equivalent,4656.0
east,east,True,1,1,9,9,0,0,0.8432357311248779,exact_match,4657.0
west,west,True,1,1,9,9,0,0,0.9427542090415955,exact_match,4658.0
3s,3s,True,1,1,8,8,0,0,0.31401216983795166,exact_match,4659.0
3m,3m,True,1,1,31,31,0,0,0.24138611555099487,exact_match,4660.0
3p,3p,True,1,1,29,29,0,0,0.7373907566070557,exact_match,4661.0
3s,3s,True,1,1,29,29,0,0,0.8171422481536865,exact_match,4662.0
east,east,True,1,1,29,29,0,0,0.9239745736122131,exact_match,4663.0
6s,6s,True,0,0,3,3,0,0,0.726686954498291,exact_match,4664.0
7s,7s,True,0,0,3,3,0,0,0.48377564549446106,exact_match,4665.0
white,white,True,2,2,63,63,0,0,0.5330488681793213,exact_match,4666.0
white,white,True,2,2,63,63,0,0,0.7434409260749817,exact_match,4667.0
north,north,True,2,2,62,62,0,0,0.7332426309585571,exact_match,4668.0
1m,1m,True,2,2,69,69,0,0,0.9795564413070679,exact_match,4669.0
4m,4m,True,1,1,12,12,0,0,0.9521429538726807,exact_match,4670.0
5p,5p,True,1,1,15,15,0,0,0.37621864676475525,exact_match,4671.0
2m,2m,True,1,1,18,18,0,0,0.47540366649627686,exact_match,4672.0
4m,4m,True,1,1,21,21,0,0,0.6499892473220825,exact_match,4673.0
6s,4p,False,1,1,21,18,0,3,0.4721417725086212,ukeire_loss,4674.0
6p,6p,True,1,1,20,20,0,0,0.5800323486328125,exact_match,4675.0
north,north,True,1,1,19,19,0,0,0.9739731550216675,exact_match,4676.0
6m,6m,True,1,1,19,19,0,0,0.9052059650421143,exact_match,4677.0
9p,9m,False,1,2,12,54,-1,-42,0.39951977133750916,shanten_loss,4678.0
north,north,True,1,1,12,12,0,0,0.958943784236908,exact_match,4679.0
1p,1p,True,1,1,12,12,0,0,0.9887942671775818,exact_match,4680.0
8m,8m,True,1,1,12,12,0,0,0.4819467067718506,exact_match,4681.0
9m,9m,True,1,1,16,16,0,0,0.9294837117195129,exact_match,4682.0
1s,2s,False,1,1,16,12,0,4,0.552582323551178,ukeire_loss,4683.0
north,north,True,3,3,65,65,0,0,0.8740875124931335,exact_match,4684.0
green,green,True,3,3,69,69,0,0,0.33383262157440186,exact_match,4685.0
white,white,True,2,2,48,48,0,0,0.45045921206474304,exact_match,4686.0
1p,1p,True,2,2,50,50,0,0,0.3886519968509674,exact_match,4687.0
8p,9m,False,2,2,57,63,0,-6,0.7253744006156921,better_ukeire,4688.0
south,south,True,2,2,54,54,0,0,0.6943178772926331,exact_match,4689.0
north,north,True,2,2,53,53,0,0,0.6257180571556091,exact_match,4690.0
9m,9m,True,2,2,62,62,0,0,0.6904581189155579,exact_match,4691.0
2m,1s,False,1,1,14,12,0,2,0.4061870276927948,near_equivalent,4692.0
3m,3m,True,1,1,14,14,0,0,0.7599026560783386,exact_match,4693.0
1m,1m,True,1,1,12,12,0,0,0.8783998489379883,exact_match,4694.0
9s,south,False,1,1,23,31,0,-8,0.8418973684310913,better_ukeire,4695.0
green,green,True,2,2,21,21,0,0,0.709058940410614,exact_match,4696.0
9s,9s,True,1,1,23,23,0,0,0.5789006352424622,exact_match,4697.0
9p,red,False,1,1,10,10,0,0,0.5012861490249634,equivalent,4698.0
